Concurrency control and recovery in database systems,Philip A Bernstein; Vassos Hadzilacos; Nathan Goodman,Abstract This book is an introduction to the design and implementation of concurrencycontrol and recovery mechanisms for transaction management in centralized and distributeddatabase systems. Concurrency control and recovery have become increasingly importantas businesses rely more and more heavily on their on-line data processing activities. Forhigh performance; the system must maximize concurrency by multiprogrammingtransactions. But this can lead to interference between queries and updates; whichconcurrency control mechanisms must avoid. In addition; a satisfactory recovery system isnecessary to ensure that inevitable transaction and database system failures do not corruptthe database.,*,1987,5860,0
A survey of approaches to automatic schema matching,Erhard Rahm; Philip A Bernstein,Abstract. Schema matching is a basic problem in many database application domains; suchas data integration; E-business; data warehousing; and semantic query processing. Incurrent implementations; schema matching is typically performed manually; which hassignificant limitations. On the other hand; previous research papers have proposed manytechniques to achieve a partial automation of the match operation for specific applicationdomains. We present a taxonomy that covers many of these existing approaches; and wedescribe the approaches in some detail. In particular; we distinguish between schema-leveland instance-level; element-level and structure-level; and language-based and constraint-based matchers. Based on our classification we review some previous matchimplementations thereby indicating which part of the solution space they cover. We intend …,the VLDB Journal,2001,4080,22
Generic schema matching with cupid,Jayant Madhavan; Philip A Bernstein; Erhard Rahm,Abstract Schema matching is a critical step in many applications; such as XML messagemapping; data warehouse loading; and schema integration. In this paper; we investigatealgorithms for generic schema matching; outside of any particular data model or application.We first present a taxonomy for past solutions; showing that a rich range of techniques isavailable. We then propose a new algorithm; Cupid; that discovers mappings betweenschema elements based on their names; data types; constraints; and schema structure;using a broader set of techniques than past approaches. Some of our innovations are theintegrated use of linguistic and structural matching; context-dependent matching of sharedtypes; and a bias toward leaf structure where much of the schema content resides. Afterdescribing our algorithm; we present experimental results that compare Cupid to two …,Proceedings of the International Conference on Very Large Data Bases,2001,1885,0
Concurrency control in distributed database systems,Philip A Bernstein; Nathan Goodman,In this paper we survey; consolidate; and present the state of the art in distributed databaseconcurrency control. The heart of our analysts is a decomposition of the concurrency controlproblem into two major subproblems: read-write and write-write synchronization. Wedescribe a series of synchromzation techniques for solving each subproblem and show howto combine these techniques into algorithms for solving the entire concurrency controlproblem. Such algorithms are called" concurrency control methods." We describe 48principal methods; including all practical algorithms that have appeared m the literature plusseveral new ones. We concentrate on the structure and correctness of concurrency controlalgorithms. Issues of performance are given only secondary treatment.,ACM Computing Surveys (CSUR),1981,1433,22
Middleware: a model for distributed system services,Philip A Bernstein,A Model for Distributed System Services on which the application cannot run. So someappliances cannot access the application. Wide-area servers often can support only dumbterminals; which a desktop appliance must emulate to access a server. Sometimes adesktop appliance can gain access to a wide-area server only if a local-area server wasexplicitly programmed for access to the wide-area server. A user may have to log into eachserver separately with independently maintained passwords and through different userinterfaces; each with a different look and feel. Even if the desktop appliance can access aremote application; its spreadsheet or word processor often cannot access data provided bythat application without special programming. These are only some of the limitations of suchsystems. In response to their frustrations in implementing enterprise-wide information …,Communications of the ACM,1996,1018,12
Principles of transaction processing,Philip A Bernstein; Eric Newcomer,Principles of Transaction Processing is a comprehensive guide to developing applications;designing systems; and evaluating engineering products. The book provides detaileddiscussions of the internal workings of transaction processing systems; and it discusses howthese systems work and how best to utilize them. It covers the architecture of WebApplication Servers and transactional communication paradigms. The book is divided into11 chapters; which cover the following: Overview of transaction processing application andsystem structure Software abstractions found in transaction processing systems Architectureof multitier applications and the functions of transactional middleware and database serversQueued transaction processing and its internals; with IBM's Websphere MQ and Oracle'sStream AQ as examples Business process management and its mechanisms Description …,*,2009,728,10
Applying model management to classical meta data problems,Philip A Bernstein,Abstract Model management is a new approach to meta data management that offers ahigher level programming interface than current techniques. The main abstractions aremodels (eg; schemas; interface definitions) and mappings between models. It treats theseabstractions as bulk objects and offers such operators as Match; Merge; Diff; Compose;Apply; and ModelGen. This paper extends earlier treatments of these operators and appliesthem to three classical meta data management problems: schema integration; schemaevolution; and round-trip engineering.,*,2003,639,20
A language facility for designing database-intensive applications,John Mylopoulos; Philip A Bernstein; Harry KT Wong,Abstract TAXIS; a language for the design of interactive information systems (eg; credit cardverification; student-course registration; and airline reservations) is described. TAXIS offers(relational) database management facilities; a means of specifying semantic integrityconstraints; and an exception-handling mechanism; integrated into a single languagethrough the concepts of class; property; and the IS-A (generalization) relationship. Adescription of the main constructs of TAXIS is included and their usefulness illustrated withexamples.,ACM Transactions on Database Systems (TODS),1980,625,15
Synthesizing third normal form relations from functional dependencies,Philip A Bernstein,Abstract It has been proposed that the description of a relational database can be formulatedas a set of functional relationships among database attributes. These functionalrelationships can then be used to synthesize algorithmically a relational scheme. It is thepurpose of this paper to present an effective procedure for performing such a synthesis. Theschema that results from this procedure is proved to be in Codd's third normal form and tocontain the fewest possible number of relations. Problems with earlier attempts to constructsuch a procedure are also discussed.,ACM Transactions on Database Systems (TODS),1976,605,20
Query processing in a system for distributed databases (SDD-1),Philip A Bernstein; Nathan Goodman; Eugene Wong; Christopher L Reeve; James B Rothnie Jr,Abstract This paper describes the techniques used to optimize relational queries in the SDD-1 distributed database system. Queries are submitted to SDD-1 in a high-level procedurallanguage called Datalanguage. Optimization begins by translating each Datalanguagequery into a relational calculus form called an envelope; which is essentially an aggregate-free QUEL query. This paper is primarily concerned with the optimization of envelopes.Envelopes are processed in two phases. The first phase executes relational operations atvarious sites of the distributed database in order to delimit a subset of the database thatcontains all data relevant to the envelope. This subset is called a reduction of the database.The second phase transmits the reduction to one designated site; and the query is executedlocally at that site. The critical optimization problem is to perform the reduction phase …,ACM Transactions on Database Systems (TODS),1981,597,20
