The new casper: Query processing for location services without compromising privacy,Mohamed F Mokbel; Chi-Yin Chow; Walid G Aref,Abstract This paper tackles a major privacy concern in current location-based serviceswhere users have to continuously report their locations to the database server in order toobtain the service. For example; a user asking about the nearest gas station has to reporther exact location. With untrusted servers; reporting the location information may lead toseveral privacy threats. In this paper; we present Casper 1; a new framework in whichmobile and stationary users can entertain location-based services without revealing theirlocation information. Casper consists of two main components; the location anonymizer andthe privacy-aware query processor. The location anonymizer blurs the users' exact locationinformation into cloaked spatial regions based on user-specified privacy requirements. Theprivacy-aware query processor is embedded inside the location-based database server …,Proceedings of the 32nd international conference on Very large data bases,2006,1201,2
Automatic image segmentation by integrating color-edge extraction and seeded region growing,Jianping Fan; David KY Yau; Ahmed K Elmagarmid; Walid G Aref,We propose a new automatic image segmentation method. Color edges in an image are firstobtained automatically by combining an improved isotropic edge detector and a fast entropicthresholding technique. After the obtained color edges have provided the major geometricstructures in an image; the centroids between these adjacent edge regions are taken as theinitial seeds for seeded region growing (SRG). These seeds are then replaced by thecentroids of the generated homogeneous image regions by incorporating the requiredadditional pixels step by step. Moreover; the results of color-edge extraction and SRG areintegrated to provide homogeneous image regions with accurate and closed boundaries.We also discuss the application of our image segmentation method to automatic facedetection. Furthermore; semantic human objects are generated by a seeded region …,IEEE transactions on image processing,2001,718,15
SINA: Scalable incremental processing of continuous queries in spatio-temporal databases,Mohamed F Mokbel; Xiaopeing Xiong; Walid G Aref,Abstract This paper intoduces the Scalable INcremental hash-based Algorithm (SINA; forshort); a new algorithm for evaluting a set of concurrent continuous spatio-temporal queries.SINA is designed with two goals in mind:(1) Scalability in terms of the number of concurrentcontinuous spatio-temporal queries; and (2) Incremental evaluation of continyous spatio-temporal queries. SINA achieves scalability by empolying a shared execution paradigmwhere the execution of continuous spatio-temporal queries is abstracted as a spatial joinbetween a set of moving objects and a set of moving queries. Incremental evaluation isachived by computing only the updates of the previously reported answer. We introduce twotypes of updaes; namely positive and negative updates. Positive or negative updatesindicate that a certain object should be added to or removed from the previously reported …,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,535,1
Supporting top-k join queries in relational databases,Ihab F Ilyas; Walid G Aref; Ahmed K Elmagarmid,Abstract Ranking queries; also known as top-k queries; produce results that are ordered onsome computed score. Typically; these queries involve joins; where users are usuallyinterested only in the top-k join results. Top-k queries are dominant in many emergingapplications; eg; multimedia retrieval by content; Web databases; data mining; middlewares;and most information retrieval applications. Current relational query processors do nothandle ranking queries efficiently; especially when joins are involved. In this paper; weaddress supporting top-k join queries in relational query processors. We introduce a newrank-join algorithm that makes use of the individual orders of its inputs to produce joinresults ordered on a user-specified scoring function. The idea is to rank the join resultsprogressively during the join operation. We introduce two physical query operators based …,The VLDB Journal—The International Journal on Very Large Data Bases,2004,453,7
Query indexing and velocity constrained indexing: Scalable techniques for continuous queries on moving objects,Sunil Prabhakar; Yuni Xia; Dmitri V Kalashnikov; Walid G Aref; Susanne E Hambrusch,Moving object environments are characterized by large numbers of moving objects andnumerous concurrent continuous queries over these objects. Efficient evaluation of thesequeries in response to the movement of the objects is critical for supporting acceptableresponse times. In such environments; the traditional approach of building an index on theobjects (data) suffers from the need for frequent updates and thereby results in poorperformance. In fact; a brute force; no-index strategy yields better performance in manycases. Neither the traditional approach nor the brute force strategy achieve reasonablequery processing times. This paper develops novel techniques for the efficient and scalableevaluation of multiple continuous queries on moving objects. Our solution leverages twocomplimentary techniques: Query Indexing and Velocity Constrained Indexing (VCI) …,IEEE Transactions on Computers,2002,417,10
Spatio-temporal access methods,Mohamed F.  Mokbel; Thanaa M.  Ghanem; Walid G.  Aref,Abstract The rapid increase in spatio-temporal applications calls for new auxiliary indexingstructures. A typical spatio-temporal application is one that tracks the behavior of movingobjects through location-aware devices (eg; GPS). Through the last decade; many spatio-temporal access methods are developed. Spatio-temporal access methods focus on twoorthogonal directions:(1) Indexing the past;(2) Indexing the current and predicted futurepositions. In this short survey; we classify spatio-temporal access methods for each directionbased on their underlying structure with a brief discussion of future research directions.,IEEE Data Eng. Bull.,2003,396,15
Sea-cnn: Scalable processing of continuous k-nearest neighbor queries in spatio-temporal databases,Xiaopeng Xiong; Mohamed F Mokbel; Walid G Aref,Location-aware environments are characterized by a large number of objects and a largenumber of continuous queries. Both the objects and continuous queries may change theirlocations over time. In this paper; we focus on continuous k-nearest neighbor queries(CKNN; for short). We present a new algorithm; termed SEA-CNN; for answeringcontinuously a collection of concurrent CKNN queries. SEA-CNN has two important features:incremental evaluation and shared execution. SEA-CNN achieves both efficiency andscalability in the presence of a set of concurrent queries. Furthermore; SEA-CNN does notmake any assumptions about the movement of objects; eg; the objects velocities and shapesof trajectories; or about the mutability of the objects and/or the queries; ie; moving orstationary queries issued on moving or stationary objects. We provide theoretical analysis …,Data Engineering; 2005. ICDE 2005. Proceedings. 21st International Conference on,2005,377,1
Security models for web-based applications,James BD Joshi; Walid G Aref; Arif Ghafoor; Eugene H Spafford,THE RAPID PROLIFERATION of the Internet and the cost-effective growth of its key enablingtechnologies are revolutionizing information technology and creating unprecedentedopportunities for developing largescale distributed applications. At the same time; there is agrowing concern over the security of Web-based applications; which are rapidly beingdeployed over the Internet [4]. For example; e-commerce—the leading Web-basedapplication—is projected to have a market exceeding $1 trillion over the next several years.However; this application has already become a security nightmare for both customers andbusiness enterprises as indicated by the recent episodes involving unauthorized access tocredit card information. Other leading Web-based applications with considerable informationsecurity and privacy issues include telemedicine-based health-care services and online …,Communications of the ACM,2001,369,23
Scheduling for shared window joins over data streams,Moustafa A Hammad; Michael J Franklin; Walid G Aref; Ahmed K Elmagarmid,Abstract Continuous Query (CQ) systems typically exploit commonality among queryexpressions to achieve improved efficiency through shared processing. Recently proposedCQ systems have introduced window specifications in order to support unbounded datastreams. There has been; however; little investigation of sharing for windowed queryoperators. In this paper; we address the shared execution of windowed joins; a coreoperator for CQ systems. We show that the strategy used in systems to date has a previouslyunreported performance flaw that can negatively impact queries with relatively smallwindows. We then propose two new execution strategies for shared joins. We evaluate thealternatives using both analytical models and implementation in a DBMS. The results showthat one strategy; called MQT; provides the best performance over a range of workload …,Proceedings of the 29th international conference on Very large data bases-Volume 29,2003,207,3
Periodicity detection in time series databases,Mohamed G Elfeky; Walid G Aref; Ahmed K Elmagarmid,Periodicity mining is used for predicting trends in time series data. Discovering the rate atwhich the time series is periodic has always been an obstacle for fully automated periodicitymining. Existing periodicity mining algorithms assume that the periodicity; rate (or simply theperiod) is user-specified. This assumption is a considerable limitation; especially in timeseries data where the period is not known a priori. In this paper; we address the problem ofdetecting the periodicity rate of a time series database. Two types of periodicities aredefined; and a scalable; computationally efficient algorithm is proposed for each type. Thealgorithms perform in O (n log n) time for a time series of length n. Moreover; the proposedalgorithms are extended in order to discover the periodic patterns of unknown periods at thesame time without affecting the time complexity. Experimental results show that the …,IEEE Transactions on Knowledge and Data Engineering,2005,205,14
