Aurora: a new model and architecture for data stream management,Daniel J Abadi; Don Carney; Ugur Çetintemel; Mitch Cherniack; Christian Convey; Sangdon Lee; Michael Stonebraker; Nesime Tatbul; Stan Zdonik,Abstract. This paper describes the basic processing model and architecture of Aurora; a newsystem to manage data streams for monitoring applications. Monitoring applications differsubstantially from conventional business data processing. The fact that a software systemmust process and react to continual inputs from many sources (eg; sensors) rather than fromhuman operators requires one to rethink the fundamental architecture of a DBMS for thisapplication area. In this paper; we present Aurora; a new DBMS currently under constructionat Brandeis University; Brown University; and MIT We first provide an overview of the basicAurora model and architecture and then describe in detail a stream-oriented set ofoperators.,The VLDB Journal,2003,1719,10
The Design of the Borealis Stream Processing Engine.,Daniel J Abadi; Yanif Ahmad; Magdalena Balazinska; Ugur Cetintemel; Mitch Cherniack; Jeong-Hyon Hwang; Wolfgang Lindner; Anurag Maskey; Alex Rasin; Esther Ryvkina; Nesime Tatbul; Ying Xing; Stanley B Zdonik,Abstract Borealis is a second-generation distributed stream processing engine that is beingdeveloped at Brandeis University; Brown University; and MIT. Borealis inherits core streamprocessing functionality from Aurora [14] and distribution functionality from Medusa [51].Borealis modifies and extends both systems in non-trivial and critical ways to provideadvanced capabilities that are commonly required by newly-emerging stream processingapplications. In this paper; we outline the basic design and functionality of Borealis. Throughsample real-world applications; we motivate the need for dynamically revising query resultsand modifying query specifications. We then describe how Borealis addresses thesechallenges through an innovative set of features; including revision records; time travel; andcontrol lines. Finally; we present a highly flexible and scalable QoS-based optimization …,Cidr,2005,1512,15
C-store: a column-oriented DBMS,Mike Stonebraker; Daniel J Abadi; Adam Batkin; Xuedong Chen; Mitch Cherniack; Miguel Ferreira; Edmond Lau; Amerson Lin; Sam Madden; Elizabeth O'Neil; Pat O'Neil; Alex Rasin; Nga Tran; Stan Zdonik,Abstract This paper presents the design of a read-optimized relational DBMS that contrastssharply with most current systems; which are write-optimized. Among the many differencesin its design are: storage of data by column rather than by row; careful coding and packing ofobjects into storage including main memory during query processing; storing an overlappingcollection of column-oriented projections; rather than the current fare of tables and indexes;a non-traditional implementation of transactions which includes high availability andsnapshot isolation for read-only transactions; and the extensive use of bitmap indexes tocomplement B-tree structures. We present preliminary performance data on a subset of TPC-H and show that the system we are building; C-Store; is substantially faster than popularcommercial products. Hence; the architecture looks very encouraging.,Proceedings of the 31st international conference on Very large data bases,2005,1248,4
A comparison of approaches to large-scale data analysis,Andrew Pavlo; Erik Paulson; Alexander Rasin; Daniel J Abadi; David J DeWitt; Samuel Madden; Michael Stonebraker,Abstract There is currently considerable enthusiasm around the MapReduce (MR) paradigmfor large-scale data analysis [17]. Although the basic control flow of this framework hasexisted in parallel SQL database management systems (DBMS) for over 20 years; somehave called MR a dramatically new computing model [8; 17]. In this paper; we describe andcompare both paradigms. Furthermore; we evaluate both kinds of systems in terms ofperformance and development complexity. To this end; we define a benchmark consisting ofa collection of tasks that we have run on an open source version of MR as well as on twoparallel DBMSs. For each task; we measure each system's performance for various degreesof parallelism on a cluster of 100 nodes. Our results reveal some interesting trade-offs.Although the process to load data into and tune the execution of parallel DBMSs took …,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,1209,4
HadoopDB: an architectural hybrid of MapReduce and DBMS technologies for analytical workloads,Azza Abouzeid; Kamil Bajda-Pawlikowski; Daniel Abadi; Avi Silberschatz; Alexander Rasin,Abstract The production environment for analytical data management applications is rapidlychanging. Many enterprises are shifting away from deploying their analytical databases onhigh-end proprietary machines; and moving towards cheaper; lower-end; commodityhardware; typically arranged in a shared-nothing MPP architecture; often in a virtualizedenvironment inside public or private" clouds". At the same time; the amount of data thatneeds to be analyzed is exploding; requiring hundreds to thousands of machines to work inparallel to perform the analysis. There tend to be two schools of thought regarding whattechnology to use for data analysis in such an environment. Proponents of paralleldatabases argue that the strong emphasis on performance and efficiency of paralleldatabases makes them well-suited to perform such analysis. On the other hand; others …,Proceedings of the VLDB Endowment,2009,1004,7
Scalable semantic web data management using vertical partitioning,Daniel J Abadi; Adam Marcus; Samuel R Madden; Kate Hollenbach,Abstract Efficient management of RDF data is an important factor in realizing the SemanticWeb vision. Performance and scalability issues are becoming increasingly pressing asSemantic Web technology is applied to real-world applications. In this paper; we examinethe reasons why current data management solutions for RDF data scale poorly; and explorethe fundamental scalability limitations of these approaches. We review the state of the art forimproving performance for RDF databases and consider a recent suggestion;" propertytables." We then discuss practically and empirically why this solution has undesirablefeatures. As an improvement; we propose an alternative solution: vertically partitioning theRDF data. We compare the performance of vertical partitioning with prior art on queriesgenerated by a Web-based RDF browser over a large-scale (more than 50 million triples) …,Proceedings of the 33rd international conference on Very large data bases,2007,741,14
The end of an architectural era:(it's time for a complete rewrite),Michael Stonebraker; Samuel Madden; Daniel J Abadi; Stavros Harizopoulos; Nabil Hachem; Pat Helland,Abstract In previous papers [SC05; SBC+ 07]; some of us predicted the end of" one size fitsall" as a commercial relational DBMS paradigm. These papers presented reasons andexperimental evidence that showed that the major RDBMS vendors can be outperformed by1--2 orders of magnitude by specialized engines in the data warehouse; stream processing;text; and scientific database markets. Assuming that specialized engines dominate thesemarkets over time; the current relational DBMS code lines will be left with the business dataprocessing (OLTP) market and hybrid markets where more than one kind of capability isrequired. In this paper we show that current RDBMSs can be beaten by nearly two orders ofmagnitude in the OLTP market as well. The experimental evidence comes from comparing anew OLTP prototype; H-Store; which we have built at MIT to a popular RDBMS on the …,Proceedings of the 33rd international conference on Very large data bases,2007,687,1
Data management in the cloud: Limitations and opportunities.,Daniel J Abadi,Abstract Recently the cloud computing paradigm has been receiving significant excitementand attention in the media and blogosphere. To some; cloud computing seems to be littlemore than a marketing umbrella; encompassing topics such as distributed computing; gridcomputing; utility computing; and softwareas-a-service; that have already receivedsignificant research focus and commercial implementation. Nonetheless; there exist anincreasing number of large companies that are offering cloud computing infrastructureproducts and services that do not entirely resemble the visions of these individualcomponent topics. In this article we discuss the limitations and opportunities of deployingdata management issues on these emerging cloud computing platforms (eg; Amazon WebServices). We speculate that large scale data analysis tasks; decision support systems …,IEEE Data Eng. Bull.,2009,642,20
Column-stores vs. row-stores: how different are they really?,Daniel J Abadi; Samuel R Madden; Nabil Hachem,Abstract There has been a significant amount of excitement and recent work on column-oriented database systems (" column-stores"). These database systems have been shown toperform more than an order of magnitude better than traditional row-oriented databasesystems (" row-stores") on analytical workloads such as those found in data warehouses;decision support; and business intelligence applications. The elevator pitch behind thisperformance difference is straightforward: column-stores are more I/O efficient for read-onlyqueries since they only have to read from disk (or from memory) those attributes accessedby a query. This simplistic view leads to the assumption that one can obtain the performancebenefits of a column-store using a row-store: either by vertically partitioning the schema; orby indexing every column so that columns can be accessed independently. In this paper …,Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,580,7
Integrating compression and execution in column-oriented database systems,Daniel Abadi; Samuel Madden; Miguel Ferreira,Abstract Column-oriented database system architectures invite a re-evaluation of how andwhen data in databases is compressed. Storing data in a column-oriented fashion greatlyincreases the similarity of adjacent records on disk and thus opportunities for compression.The ability to compress many adjacent tuples at once lowers the per-tuple cost ofcompression; both in terms of CPU and space overheads. In this paper; we discuss how weextended C-Store (a column-oriented DBMS) with a compression sub-system. We show howcompression schemes not traditionally used in row-oriented DBMSs can be applied tocolumn-oriented systems. We then evaluate a set of compression schemes and show thatthe best scheme depends not only on the properties of the data but also on the nature of thequery workload.,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,567,7
MapReduce and parallel DBMSs: friends or foes?,Michael Stonebraker; Daniel Abadi; David J DeWitt; Sam Madden; Erik Paulson; Andrew Pavlo; Alexander Rasin,The technology press has been focusing on the revolution of "cloud computing;" a paradigmthat entails the harnessing of large numbers of processors working in parallel to solve computingproblems. In effect; this suggests constructing a data center by lining up a large number oflow-end servers; rather than deploying a smaller set of high-end servers. Along with this interestin clusters has come a proliferation of tools for programming them. MR is one such tool; an attractiveoption to many because it provides a simple model through which users are able to expressrelatively sophisticated distributed programs … Given the interest in the MR model both commerciallyand academically; it is natural to ask whether MR systems should replace parallel databasesystems. Parallel DBMSs were first available commercially nearly two decades ago; and;today; systems (from about a dozen vendors) are available. As robust; high-performance …,Communications of the ACM,2010,548,7
H-store: a high-performance; distributed main memory transaction processing system,Robert Kallman; Hideaki Kimura; Jonathan Natkins; Andrew Pavlo; Alexander Rasin; Stanley Zdonik; Evan PC Jones; Samuel Madden; Michael Stonebraker; Yang Zhang; John Hugg; Daniel J Abadi,Abstract Our previous work has shown that architectural and application shifts have resultedin modern OLTP databases increasingly falling short of optimal performance [10]. Inparticular; the availability of multiple-cores; the abundance of main memory; the lack of userstalls; and the dominant use of stored procedures are factors that portend a clean-slateredesign of RDBMSs. This previous work showed that such a redesign has the potential tooutperform legacy OLTP databases by a significant factor. These results; however; wereobtained using a bare-bones prototype that was developed just to demonstrate the potentialof such a system. We have since set out to design a more complete execution platform; andto implement some of the ideas presented in the original paper. Our demonstrationpresented here provides insight on the development of a distributed main memory OLTP …,Proceedings of the VLDB Endowment,2008,439,7
Scalable SPARQL querying of large RDF graphs,Jiewen Huang; Daniel J Abadi; Kun Ren,ABSTRACT The generation of RDF data has accelerated to the point where many data setsneed to be partitioned across multiple machines in order to achieve reasonableperformance when querying the data. Although tremendous progress has been made in theSemantic Web community for achieving high performance data management on a singlenode; current solutions that allow the data to be partitioned across multiple machines arehighly inefficient. In this paper; we introduce a scalable RDF data management system thatis up to three orders of magnitude more efficient than popular multi-node RDF datamanagement systems. In so doing; we introduce techniques for (1) leveraging state-of-the-art single node RDF-store technology (2) partitioning the data across nodes in a manner thathelps accelerate query processing through locality optimizations and (3) decomposing …,Proceedings of the VLDB Endowment,2011,385,2
