Clearing the clouds: a study of emerging scale-out workloads on modern hardware,Michael Ferdman; Almutaz Adileh; Onur Kocberber; Stavros Volos; Mohammad Alisafaee; Djordje Jevdjic; Cansu Kaynak; Adrian Daniel Popescu; Anastasia Ailamaki; Babak Falsafi,Abstract Emerging scale-out workloads require extensive amounts of computationalresources. However; data centers using modern server hardware face physical constraintsin space and power; limiting further expansion and calling for improvements in thecomputational density per server and in the per-operation energy. Continuing to improve thecomputational resources of the cloud while staying within physical constraints mandatesoptimizing server efficiency to ensure that server hardware closely matches the needs ofscale-out workloads. In this work; we introduce CloudSuite; a benchmark suite of emergingscale-out workloads. We use performance counters on modern servers to study scale-outworkloads; finding that today's predominant processor micro-architecture is inefficient forrunning these workloads. We find that inefficiency comes from the mismatch between the …,ACM SIGPLAN Notices,2012,600,10
DBMSs on a modern processor: Where does time go?,Anastassia Ailamaki; David J DeWitt; Mark D Hill; David A Wood,Abstract Recent high-performance processors employ sophisticated techniques to overlapand simultaneously execute multiple computation and memory operations. Intuitively; thesetechniques should help database applications; which are becoming increasingly computeand memory bound. Unfortunately; recent studies report that faster processors do notimprove database system performance to the same extent as scientific workloads. Recentwork on database systems focusing on minimizing memory latencies; such as cache-conscious algorithms for sorting and data placement; is one step toward addressing thisproblem. However; to best design high performance DBMSs we must carefully evaluate andunderstand the processor and memory behavior of commercial DBMSs on today's hardwareplatforms. In this paper we answer the question “Where does time go when a database …,*,1999,600,0
Weaving Relations for Cache Performance.,Anastassia Ailamaki; David J DeWitt; Mark D Hill; Marios Skounakis,Abstract Relational database systems have traditionally optimzed for I/O performance andorganized records sequentially on disk pages using the N-ary Storage Model (NSM)(aka;slotted pages). Recent research; however; indicates that cache utilization and performanceis becoming increasingly important on modern platforms. In this paper; we first demonstratethat in-page data placement is the key to high cache performance and that NSM exhibits lowcache utilization on modern platforms. Next; we propose a new data organization modelcalled PAX (Partition Attributes Across); that significantly improves cache performance bygrouping together all values of each attribute within each page. Because PAX only affectslayout inside the pages; it incurs no storage penalty and does not affect I/O behavior.According to our experimental results; when compared to NSM (a) PAX exhibits superior …,VLDB,2001,501,0
Reactive NUCA: near-optimal block placement and replication in distributed caches,Nikos Hardavellas; Michael Ferdman; Babak Falsafi; Anastasia Ailamaki,Abstract Increases in on-chip communication delay and the large working sets of server andscientific workloads complicate the design of the on-chip last-level cache for multicoreprocessors. The large working sets favor a shared cache design that maximizes theaggregate cache capacity and minimizes off-chip memory requests. At the same time; thegrowing on-chip communication delay favors core-private caches that replicate data tominimize delays on global wires. Recent hybrid proposals offer lower average latency thanconventional designs; but they address the placement requirements of only a subset of thedata accessed by the application; require complex lookup and coherence mechanisms thatincrease latency; or fail to scale to high core counts. In this work; we observe that the cacheaccess patterns of a range of server and scientific workloads can be classified into distinct …,ACM SIGARCH Computer Architecture News,2009,421,15
SimFlex: statistical sampling of computer system simulation,Thomas F Wenisch; Roland E Wunderlich; Michael Ferdman; Anastassia Ailamaki; Babak Falsafi; James C Hoe,Timing-accurate full-system multiprocessor simulations can take years because ofarchitecture and application complexity. Statistical sampling makes simulation-basedstudies feasible by providing ten-thousand-fold reductions in simulation runtime andenabling thousand-way simulation parallelism,IEEE Micro,2006,340,10
Reconstruction and simulation of neocortical microcircuitry,Henry Markram; Eilif Muller; Srikanth Ramaswamy; Michael W Reimann; Marwan Abdellah; Carlos Aguado Sanchez; Anastasia Ailamaki; Lidia Alonso-Nanclares; Nicolas Antille; Selim Arsever; Guy Antoine Atenekeng Kahou; Thomas K Berger; Ahmet Bilgili; Nenad Buncic; Athanassia Chalimourda; Giuseppe Chindemi; Jean-Denis Courcol; Fabien Delalondre; Vincent Delattre; Shaul Druckmann; Raphael Dumusc; James Dynes; Stefan Eilemann; Eyal Gal; Michael Emiel Gevaert; Jean-Pierre Ghobril; Albert Gidon; Joe W Graham; Anirudh Gupta; Valentin Haenel; Etay Hay; Thomas Heinis; Juan B Hernando; Michael Hines; Lida Kanari; Daniel Keller; John Kenyon; Georges Khazen; Yihwa Kim; James G King; Zoltan Kisvarday; Pramod Kumbhar; Sébastien Lasserre; Jean-Vincent Le Bé; Bruno RC Magalhães; Angel Merchán-Pérez; Julie Meystre; Benjamin Roy Morrice; Jeffrey Muller; Alberto Muñoz-Céspedes; Shruti Muralidhar; Keerthan Muthurasa; Daniel Nachbaur; Taylor H Newton; Max Nolte; Aleksandr Ovcharenko; Juan Palacios; Luis Pastor; Rodrigo Perin; Rajnish Ranjan; Imad Riachi; José-Rodrigo Rodríguez; Juan Luis Riquelme; Christian Rössert; Konstantinos Sfyrakis; Ying Shi; Julian C Shillcock; Gilad Silberberg; Ricardo Silva; Farhan Tauheed; Martin Telefont; Maria Toledo-Rodriguez; Thomas Tränkler; Werner Van Geit; Jafet Villafranca Díaz; Richard Walker; Yun Wang; Stefano M Zaninetta; Javier DeFelipe; Sean L Hill; Idan Segev; Felix Schürmann,Summary We present a first-draft digital reconstruction of the microcircuitry of somatosensorycortex of juvenile rat. The reconstruction uses cellular and synaptic organizing principles toalgorithmically reconstruct detailed anatomy and physiology from sparse experimental data.An objective anatomical method defines a neocortical volume of 0.29±0.01 mm 3containing∼ 31;000 neurons; and patch-clamp studies identify 55 layer-specificmorphological and 207 morpho-electrical neuron subtypes. When digitally reconstructedneurons are positioned in the volume and synapse formation is restricted to biologicalbouton densities and numbers of synapses per connection; their overlapping arbors form∼8 million connections with∼ 37 million synapses. Simulations reproduce an array of in vitroand in vivo experiments without parameter tuning. Additionally; we find a spectrum of …,Cell,2015,291,15
Toward dark silicon in servers,Nikos Hardavellas; Michael Ferdman; Babak Falsafi; Anastasia Ailamaki,Server chips will not scale beyond a few tens to low hundreds of cores; and an increasingfraction of the chip in future technologies will be dark silicon that we cannot afford to power.Specialized multicore processors; however; can leverage the underutilized die area toovercome the initial power barrier; delivering significantly higher performance for the samebandwidth and power envelopes.,IEEE Micro,2011,250,0
Shore-MT: a scalable storage manager for the multicore era,Ryan Johnson; Ippokratis Pandis; Nikos Hardavellas; Anastasia Ailamaki; Babak Falsafi,Abstract Database storage managers have long been able to efficiently handle multipleconcurrent requests. Until recently; however; a computer contained only a few single-coreCPUs; and therefore only a few transactions could simultaneously access the storagemanager's internal structures. This allowed storage managers to use non-scalableapproaches without any penalty. With the arrival of multicore chips; however; this situation israpidly changing. More and more threads can run in parallel; stressing the internalscalability of the storage manager. Systems optimized for high performance at a limitednumber of cores are not assured similarly high performance at a higher core count; becauseunanticipated scalability obstacles arise. We benchmark four popular open-source storagemanagers (Shore; BerkeleyDB; MySQL; and PostgreSQL) on a modern multicore …,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,2009,196,15
Scheduling threads for constructive cache sharing on CMPs,Shimin Chen; Phillip B Gibbons; Michael Kozuch; Vasileios Liaskovitis; Anastassia Ailamaki; Guy E Blelloch; Babak Falsafi; Limor Fix; Nikos Hardavellas; Todd C Mowry; Chris Wilkerson,Abstract In chip multiprocessors (CMPs); limiting the number of offchip cache misses iscrucial for good performance. Many multithreaded programs provide opportunities forconstructive cache sharing; in which concurrently scheduled threads share a largelyoverlapping working set. In this paper; we compare the performance of two state-of-the-artschedulers proposed for fine-grained multithreaded programs: Parallel Depth First (PDF);which is specifically designed for constructive cache sharing; and Work Stealing (WS); whichis a more traditional design. Our experimental results indicate that PDF scheduling yields a1.3--1.6 X performance improvement relative to WS for several fine-grain parallelbenchmarks on projected future CMP configurations; we also report several issues that maylimit the advantage of PDF in certain applications. These results also indicate that PDF …,Proceedings of the nineteenth annual ACM symposium on Parallel algorithms and architectures,2007,196,6
Spatial memory streaming,Stephen Somogyi; Thomas F Wenisch; Anastassia Ailamaki; Babak Falsafi; Andreas Moshovos,Abstract Prior research indicates that there is much spatial variation in applications' memoryaccess patterns. Modern memory systems; however; use small fixed-size cache blocks andas such cannot exploit the variation. Increasing the block size would not only prohibitivelyincrease pin and interconnect bandwidth demands; but also increase the likelihood of falsesharing in shared-memory multiprocessors. In this paper; we show that memory accesses incommercial workloads often exhibit repetitive layouts that span large memory regions (eg;several kB); and these accesses recur in patterns that are predictable through codebasedcorrelation. We propose Spatial Memory Streaming; a practical on-chip hardware techniquethat identifies codecorrelated spatial access patterns and streams predicted blocks to theprimary cache ahead of demand misses. Using cycle-accurate full-system multiprocessor …,ACM SIGARCH Computer Architecture News,2006,182,10
