Database Cracking.,Stratos Idreos; Martin L Kersten; Stefan Manegold,ABSTRACT Database indices provide a non-discriminative navigational infrastructure tolocalize tuples of interest. Their maintenance cost is taken during database updates. In thispaper; we study the complementary approach; addressing index maintenance as part ofquery processing using continuous physical reorganization; ie; cracking the database intomanageable pieces. The motivation is that by automatically organizing data the way usersrequest it; we can achieve fast access and the much desired self-organized behavior. Wepresent the first mature cracking architecture and report on our implementation of cracking inthe context of a full fledged relational system. It led to a minor enhancement to its relationalalgebra kernel; such that cracking could be piggy-backed without incurring too muchprocessing overhead. Furthermore; we illustrate the ripple effect of dynamic …,CIDR,2007,242,4
MonetDB: Two decades of research in column-oriented database architectures,Stratos Idreos; Fabian Groffen; Niels Nes; Stefan Manegold; Sjoerd Mullender; Martin Kersten,*,IEEE Data Engineering Bulletin,2012,172
Self-organizing tuple reconstruction in column-stores,Stratos Idreos; Martin L Kersten; Stefan Manegold,Abstract Column-stores gained popularity as a promising physical design alternative. Eachattribute of a relation is physically stored as a separate column allowing queries to load onlythe required attributes. The overhead incurred is on-the-fly tuple reconstruction for multi-attribute queries. Each tuple reconstruction is a join of two columns based on tuple IDs;making it a significant cost component. The ultimate physical design is to have multiplepresorted copies of each base table such that tuples are already appropriately organized inmultiple different orders across the various columns. This requires the ability to predict theworkload; idle time to prepare; and infrequent updates. In this paper; we propose a noveldesign; partial sideways cracking; that minimizes the tuple reconstruction cost in a self-organizing way. It achieves performance similar to using presorted data; but without …,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,151,12
The design and implementation of modern column-oriented database systems,Daniel Abadi; Peter Boncz; Stavros Harizopoulos; Stratos Idreos; Samuel Madden,Abstract In this article; we survey recent research on column-oriented database systems; orcolumn-stores; where each attribute of a table is stored in a separate file or region onstorage. Such databases have seen a resurgence in recent years with a rise in interest inanalytic queries that perform scans and aggregates over large portions of a few columns of atable. The main advantage of a column-store is that it can access just the columns needed toanswer such queries. We specifically focus on three influential research prototypes;MonetDB [46]; MonetDB/X100 [18]; and C-Store [86]. These systems have formed the basisfor several well-known commercial column-store implementations. We describe theirsimilarities and differences and discuss their specific architectural features for compression;late materialization; join processing; vectorization and adaptive indexing (database …,Foundations and Trends in Databases,2013,124,6
NoDB: efficient query execution on raw data files,Ioannis Alagiannis; Renata Borovica; Miguel Branco; Stratos Idreos; Anastasia Ailamaki,Abstract As data collections become larger and larger; data loading evolves to a majorbottleneck. Many applications already avoid using database systems; eg; scientific dataanalysis and social networks; due to the complexity and the increased data-to-query time.For such applications data collections keep growing fast; even on a daily basis; and we arealready in the era of data deluge where we have much more data than what we can move;store; let alone analyze. Our contribution in this paper is the design and roadmap of a newparadigm in database systems; called NoDB; which do not require data loading while stillmaintaining the whole feature set of a modern database system. In particular; we show howto make raw data files a first-class citizen; fully integrated with the query engine. Through ourdesign and lessons learned by implementing the NoDB philosophy over a modern DBMS …,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,121,19
Merging what's cracked; cracking what's merged: adaptive indexing in main-memory column-stores,Stratos Idreos; Stefan Manegold; Harumi Kuno; Goetz Graefe,Abstract Adaptive indexing is characterized by the partial creation and refinement of theindex as side effects of query execution. Dynamic or shifting workloads may benefit frompreliminary index structures focused on the columns and specific key ranges actuallyqueried---without incurring the cost of full index construction. The costs and benefits ofadaptive indexing techniques should therefore be compared in terms of initialization costs;the overhead imposed upon queries; and the rate at which the index converges to a statethat is fully-refined for a particular workload component. Based on an examination ofdatabase cracking and adaptive merging; which are two techniques for adaptive indexing;we seek a hybrid technique that has a low initialization cost and also converges rapidly. Wefind the strengths and weaknesses of database cracking and adaptive merging …,Proceedings of the VLDB Endowment,2011,98,21
Publish/subscribe for RDF-based P2P networks,Paul-Alexandru Chirita; Stratos Idreos; Manolis Koubarakis; Wolfgang Nejdl,Abstract Publish/subscribe systems are an alternative to query based systems in caseswhere the same information is asked for over and over; and where clients want to getupdated answers for the same query over a period of time. Recent publish/subscribesystems such as P2P-DIET have introduced this paradigm in the P2P context. In this paperwe built on the experience gained with P2P-DIET and the Edutella P2P infrastructure andpresent the first implementation of a P2P publish/subscribe system supporting metadata anda query language based on RDF. We define formally the basic concepts of our system andpresent detailed protocols for its operation. Our work utilizes the latest ideas in queryprocessing for RDF data; P2P indexing and routing research.,European Semantic Web Symposium,2004,89,21
The researcher’s guide to the data deluge: Querying a scientific database in just a few seconds,Martin L Kersten; Stratos Idreos; Stefan Manegold; Erietta Liarou,ABSTRACT There is a clear need for interactive exploration of extremely large databases;especially in the area of scientific data management where ingestion of multiple Terabyteson a daily basis is foreseen. Unfortunately; current data management technology is not well-suited for such overwhelming demands. In light of these challenges; we should rethink someof the strict requirements database systems adopted in the past. We envision that nextgeneration database systems should interpret queries by their intent; rather than as acontract carved in stone for complete and correct answers. The result set should aid the userin understanding the database's content and provide guidance to continue the dataexploration journey. A scientist can stepwise explore deeper and deeper into the database;and stop when the result content and quality reaches his satisfaction point. At the same …,PVLDB Challenges and Visions,2011,85,19
Updating a cracked database,Stratos Idreos; Martin L Kersten; Stefan Manegold,Abstract A cracked database is a datastore continuously reorganized based on operationsbeing executed. For each query; the data of interest is physically reclustered to speed-upfuture access to the same; overlapping or even disjoint data. This way; a cracking DBMS self-organizes and adapts itself to the workload. So far; cracking has been considered for staticdatabases only. In this paper; we introduce several novel algorithms for high-volumeinsertions; deletions and updates against a cracked database. We show that the niceperformance properties of a cracked database can be maintained in a dynamic environmentwhere updates interleave with queries. Our algorithms comply with the cracking philosophy;ie; a table is informed on pending insertions and deletions; but only when the relevant datais needed for query processing just enough pending update actions are applied.,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,79,3
Evaluating conjunctive triple pattern queries over large structured overlay networks,Erietta Liarou; Stratos Idreos; Manolis Koubarakis,Abstract We study the problem of evaluating conjunctive queries composed of triple patternsover RDF data stored in distributed hash tables. Our goal is to develop algorithms that scaleto large amounts of RDF data; distribute the query processing load evenly and incur littlenetwork traffic. We present and evaluate two novel query processing algorithms with thesepossibly conflicting goals in mind. We discuss the various tradeoffs that occur in our settingthrough a detailed experimental evaluation of the proposed algorithms.,International Semantic Web Conference,2006,74,12
