Why and where: A characterization of data provenance,Peter Buneman; Sanjeev Khanna; Tan Wang-Chiew,Abstract With the proliferation of database views and curated data-bases; the issue of dataprovenance-where a piece of data came from and the process by which it arrived in thedatabase-is becoming increasingly important; especially in scientific databases whereunderstanding provenance is crucial to the accuracy and currency of data. In this paper wedescribe an approach to computing provenance when the data of interest has been createdby a database query. We adopt a syntactic approach and present results for a general datamodel that applies to relational databases as well as to hierarchical data such as XML. Anovel aspect of our work is a distinction between “why” provenance (refers to the sourcedata that had some influence on the existence of the data) and “where” provenance (refersto the location (s) in the source databases from which the data was extracted). Supported …,International conference on database theory,2001,1229,7
Keys for XML,Peter Buneman; Susan Davidson; Wenfei Fan; Carmem Hara; Wang-Chiew Tan,Keys are an essential part of database design [2;19]: they are fundamental to data models andconceptual design; they provide the means by which one tuple in a relational database mayrefer to another tuple; and they are important in update; for they enable us to guarantee that anupdate will affect precisely one tuple. More philosophically; if we think of a tuple as representingsome real-world entity; the key provides an invariant connection between the tuple andentity … If XML documents are to do double duty as databases; then we shall need keys forthem. In fact; a cursory examination 3 of existing document type definitions (DTDs) reveals anumber of cases in which some element or attribute is specified––in comments––as a “uniqueidentifier”. Moreover a number of scientific databases; which are typically stored in somespecial-purpose hierarchical data format ripe for conversion to XML; have a …,Computer networks,2002,467,7
SilkRoute: trading between relations and XML,Mary Fernández; Wang-Chiew Tan; Dan Suciu,Abstract XML is the standard format for data exchange between inter-enterprise applicationson the Internet. To facilitate data exchange; industry groups define public document typedefinitions (DTDs) that specify the format of the XML data to be exchanged between theirapplications. In this paper; we address the problem of automating the conversion ofrelational data into XML. We describe SilkRoute; a general; dynamic; and efficient tool forviewing and querying relational data in XML. SilkRoute is general; because it can expressmappings of relational data into XML that conforms to arbitrary DTDs. We call thesemappings views. Applications express the data they need as an XML-QL query over theview. SilkRoute is dynamic; because it only materializes the fragment of an XML viewneeded by an application; and it is efficient; because it fully exploits the underlying …,Computer Networks,2000,462,15
Provenance in databases: Why; how; and where,James Cheney; Laura Chiticariu; Wang-Chiew Tan,Abstract Different notions of provenance for database queries have been proposed andstudied in the past few years. In this article; we detail three main notions of databaseprovenance; some of their applications; and compare and contrast amongst them.Specifically; we review why; how; and where provenance; describe the relationships amongthese notions of provenance; and describe some of their applications in confidencecomputation; view maintenance and update; debugging; and annotation propagation.,Foundations and Trends® in Databases,2009,445,7
Composing schema mappings: Second-order dependencies to the rescue,Ronald Fagin; Phokion G Kolaitis; Lucian Popa; Wang-Chiew Tan,Abstract A schema mapping is a specification that describes how data structured under oneschema (the source schema) is to be transformed into data structured under a differentschema (the target schema). A fundamental problem is composing schema mappings: giventwo successive schema mappings; derive a schema mapping between the source schemaof the first and the target schema of the second that has the same effect as applyingsuccessively the two schema mappings. In this article; we give a rigorous semantics to thecomposition of schema mappings and investigate the definability and computationalcomplexity of the composition of two schema mappings. We first study the important case ofschema mappings in which the specification is given by a finite set of source-to-target tuple-generating dependencies (source-to-target tgds). We show that the composition of a finite …,ACM Transactions on Database Systems (TODS),2005,352,14
An annotation management system for relational databases,Deepavali Bhagwat; Laura Chiticariu; Wang-Chiew Tan; Gaurav Vijayvargiya,Abstract We present an annotation management system for relational databases. In thissystem; every piece of data in a relation is assumed to have zero or more annotationsassociated with it and annotations are propagated along; from the source to the output; asdata is being transformed through a query. Such an annotation management system couldbe used for understanding the provenance (aka lineage) of data; who has seen or edited apiece of data or the quality of data; which are useful functionalities for applications that dealwith integration of scientific and biological data. We present an extension; pSQL; of afragment of SQL that has three different types of annotation propagation schemes; eachuseful for different purposes. The default scheme propagates annotations according towhere data is copied from. The default-all scheme propagates annotations according to …,The VLDB Journal,2005,336,7
Archiving scientific data,Peter Buneman; Sanjeev Khanna; Keishi Tajima; Wang-Chiew Tan,Abstract Archiving is important for scientific data; where it is necessary to record all pastversions of a database in order to verify findings based upon a specific version. Muchscientific data is held in a hierachical format and has a key structure that provides acanonical identification for each element of the hierarchy. In this article; we exploit theseproperties to develop an archiving technique that is both efficient in its use of space andpreserves the continuity of elements through versions of the database; something that is notprovided by traditional minimum-edit-distance diff approaches. The approach also usestimestamps. All versions of the data are merged into one hierarchy where an elementappearing in multiple versions is stored only once along with a timestamp. By identifying thesemantic continuity of elements and merging them into one data structure; our technique …,ACM Transactions on Database Systems (TODS),2004,296,7
Reasoning about keys for XML,Peter Buneman; Susan Davidson; Wenfei Fan; Carmem Hara; Wang-Chiew Tan,Abstract We study absolute and relative keys for XML; and investigate their associateddecision problems. We argue that these keys are important to many forms of hierarchicallystructured data including XML documents. In contrast to other proposals of keys for XML; weshow that these keys are always (finitely) satisfiable; and their (finite) implication problem isfinitely axiomatizable. Furthermore; we provide a polynomial time algorithm for determining(finite) implication in the size of keys. Our results also demonstrate; among other things; thatthe analysis of XML keys is far more intricate than its relational counterpart.,Information Systems,2003,286,15
Data provenance: Some basic issues,Peter Buneman; Sanjeev Khanna; Wang-Chiew Tan,Abstract The ease with which one can copy and transform data on the Web; has made itincreasingly difficult to determine the origins of a piece of data. We use the term dataprovenance to refer to the process of tracing and recording the origins of data and itsmovement between databases. Provenance is now an acute issue in scientific databaseswhere it is central to the validation of data. In this paper we discuss some of the technicalissues that have emerged in an initial exploration of thetopic.,International Conference on Foundations of Software Technology and Theoretical Computer Science,2000,286,10
SilkRoute: A framework for publishing relational data in XML,Mary Fernández; Yana Kadiyska; Dan Suciu; Atsuyuki Morishima; Wang-Chiew Tan,Abstract XML is the" lingua franca" for data exchange between interenterprise applications.In this work; we describe SilkRoute; a framework for publishing relational data in XML. InSilkRoute; relational data is published in three steps: the relational tables are presented tothe database administrator in a canonical XML view; the database administrator defines inthe XQuery query language a public; virtual XML view over the canonical XML view; and anapplication formulates an XQuery query over the public view. SilkRoute composes theapplication query with the public-view query; translates the result into SQL; executes this onthe relational engine; and assembles the resulting tuple streams into an XML document.This work makes some key contributions to XML query processing. First; it describes analgorithm that translates an XQuery expression into SQL. The translation depends on a …,ACM Transactions on Database Systems (TODS),2002,253,7
Provenance in databases,Peter Buneman; Wang-Chiew Tan,Abstract The provenance of data has recently been recognized as central tothe trust oneplaces in data. It is also important to annotation; todata integration and to probabilisticdatabases. Three workshops havebeen held on the topic; and it has been the focus ofseveral researchprojects and prototype systems. This tutorial will attempt to provideanoverview of research in provenance in databases with a focus onrecent database researchand technology in this area. This tutorialis aimed at a general database research audienceand at people whowork with scientific data.,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,235,7
Method for converting relational data into xml,*,A method for converting relational data to XML (eXtensible Markup Language) is provided.The method can use a greedy algorithm to efficiently construct materialized XML views ofrelational databases. A greedy algorithm designed for XML view definition queries isprovided for decomposing a large query into smaller queries and determining which querywill run faster without actually running the query.,*,2004,227,1
On propagation of deletions and annotations through views,Peter Buneman; Sanjeev Khanna; Wang-Chiew Tan,Abstract We study two classes of view update problems in relational databases. We aregiven a source database S; a monotone query Q; and the view Q (S) generated by the query.The first problem that we consider is the classical view deletion problem where we wish toidentify a minimal set T of tuples in S whose deletion will eliminate a given tuple t from theview. We study the complexity of optimizing two natural objectives in this setting; namely;find T to minimize the side-effects on the view; and the source; respectively. For bothobjective functions; we show a dichotomy in the complexity. Interestingly; the problem iseither in P or is NP-hard; for queries in the same class in either objective function. Thesecond problem in our study is the annotation placement problem. Suppose we annotate anattribute of a tuple in S. The rules for carrying the annotation forward through a query are …,Proceedings of the twenty-first ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2002,216,15
Provenance in databases: past; current; and future.,Wang Chiew Tan,Abstract The need to understand and manage provenance arises in almost every scientificapplication. In many cases; information about provenance constitutes the proof ofcorrectness of results that are generated by scientific applications. It also determines thequality and amount of trust one places on the results. For these reasons; the knowledge ofprovenance of a scientific result is typically regarded to be as important as the result itself. Inthis paper; we provide an overview of research in provenance in databases and discusssome future research directions. The content of this paper is largely based on the tutorialpresented at SIGMOD 2007 [11].,IEEE Data Eng. Bull.,2007,191,7
