Database system concepts,Abraham Silberschatz; Henry F Korth; Shashank Sudarshan,This volume is an instructor's manual for the 4th edition of Database System Concepts byAbraham Silberschatz; Henry F. Korth and S. Sudarshan. It contains answers to theexercises at the end of each chapter of the book. Before providing answers to the exercisesfor each chapter; we include a few remarks about the chapter. The nature of these remarksvary. They include explanations of the inclusion or omission of certain material; and remarkson how we teach the chapter in our own courses. The remarks also include suggestions onmaterial to skip if time is at a premium; and tips on software and supplementary material thatcan be used for programming exercises. Beginning with this edition; solutions for someproblems have been made available on the Web. These problems have been marked with a“*” in the instructor's manual. The Web home page of the book; at http://www. db-book …,*,1997,5410,0
Keyword searching and browsing in databases using BANKS,Gaurav Bhalotia; Arvind Hulgeri; Charuta Nakhe; Soumen Chakrabarti; S. Sudarshan,With the growth of the Web; there has been a rapid increase in the number of users whoneed to access online databases without having a detailed knowledge of the schema or ofquery languages; even relatively simple query languages designed for non-experts are toocomplicated for them. We describe BANKS; a system which enables keyword-based searchon relational databases; together with data and schema browsing. BANKS enables users toextract information in a simple manner without any knowledge of the schema or any need forwriting complex queries. A user can get information by typing a few keywords; followinghyperlinks; and interacting with controls on the displayed results. BANKS models tuples asnodes in a graph; connected by links induced by foreign key and other relationships.Answers to a query are modeled as rooted trees connecting tuples that match individual …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,1106,15
Bidirectional expansion for keyword search on graph databases,Varun Kacholia; Shashank Pandit; Soumen Chakrabarti; S Sudarshan; Rushi Desai; Hrishikesh Karambelkar,Abstract Relational; XML and HTML data can be represented as graphs with entities asnodes and relationships as edges. Text is associated with nodes and possibly edges.Keyword search on such graphs has received much attention lately. A central problem in thisscenario is to efficiently extract from the data graph a small number of the" best" answertrees. A Backward Expanding search; starting at nodes matching keywords and working uptoward confluent roots; is commonly used for predominantly text-driven queries. But it canperform poorly if some keywords match many nodes; or some node has very large degree.In this paper we propose a new search algorithm; Bidirectional Search; which improves onBackward Expanding search by allowing forward search from potential roots towards leaves.To exploit this flexibility; we devise a novel search frontier prioritization technique based …,Proceedings of the 31st international conference on Very large data bases,2005,557,20
Efficient and extensible algorithms for multi query optimization,Prasan Roy; Srinivasan Seshadri; S Sudarshan; Siddhesh Bhobe,Abstract Complex queries are becoming commonplace; with the growing use of decisionsupport systems. These complex queries often have a lot of common sub-expressions; eitherwithin a single query; or across multiple such queries run as a batch. Multiquery optimizationaims at exploiting common sub-expressions to reduce evaluation cost. Multi-queryoptimization has hither-to been viewed as impractical; since earlier algorithms wereexhaustive; and explore a doubly exponential search space. In this paper we demonstratethat multi-query optimization using heuristics is practical; and provides significant benefits.We propose three cost-based heuristic algorithms: Volcano-SH and Volcano-RU; which arebased on simple modifications to the Volcano search strategy; and a greedy heuristic. Ourgreedy heuristic incorporates novel optimizations that improve efficiency greatly. Our …,ACM SIGMOD Record,2000,508,17
Extending query rewriting techniques for fine-grained access control,Shariq Rizvi; Alberto Mendelzon; Sundararajarao Sudarshan; Prasan Roy,Abstract Current day database applications; with large numbers of users; require fine-grained access control mechanisms; at the level of individual tuples; not just entirerelations/views; to control which parts of the data can be accessed by each user. Fine-grained access control is often enforced in the application code; which has numerousdrawbacks; these can be avoided by specifying/enforcing access control at the databaselevel. We present a novel fine-grained access control model based on authorization viewsthat allows" authorization-transparent" querying; that is; user queries can be phrased interms of the database relations; and are valid if they can be answered using only theinformation contained in these authorization views. We extend earlier work on authorization-transparent querying by introducing a new notion of validity; conditional validity. We give …,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,400,19
Turbo-charging vertical mining of large databases,Pradeep Shenoy; Jayant R Haritsa; S Sudarshan; Gaurav Bhalotia; Mayank Bawa; Devavrat Shah,Abstract In a vertical representation of a market-basket database; each item is associatedwith a column of values representing the transactions in which it is present. The association-rule mining algorithms that have been recently proposed for this representation showperformance improvements over their classical horizontal counterparts; but are eitherefficient only for certain database sizes; or assume particular characteristics of the databasecontents; or are applicable only to specific kinds of database schemas. We present here anew vertical mining algorithm called VIPER; which is general-purpose; making no specialrequirements of the underlying database. VIPER stores data in compressed bit-vectorscalled “snakes” and integrates a number of novel optimizations for efficient snakegeneration; intersection; counting and storage. We analyze the performance of VIPER for …,Acm Sigmod Record,2000,341,10
Materialized view maintenance and integrity constraint checking: Trading space for time,Kenneth A Ross; Divesh Srivastava; S Sudarshan,Abstract We investigate the problem of incremental maintenance of an SQL view in the faceof database updates; and show that it is possible to reduce the total time cost of viewmaintenance by materializing (and maintaining) additional views. We formulate the problemof determining the optimal set of additional views to materialize as an optimization problemover the space of possible view sets (which includes the empty set). The optimizationproblem is harder than query optimization since it has to deal with multiple view sets;updates of multiple relations; and multiple ways of maintaining each view set for eachupdated relation. We develop a memoing solution for the problem; the solution can beimplemented using the expression DAG representation used in rule-based optimizers suchas Volcano. We demonstrate that global optimization cannot; in general; be achieved by …,ACM SIGMOD Record,1996,291,20
CORAL: Control; relations and logic,Raghu Ramakrishnan; Divesh Srivastava; S Sudarshan,Abstract CORAL is a modular declarative query language/programming language thatsupports general Horn clauses with complex terms; set-grouping; aggregation; negation;and relations with tuples that contain (universally quanti ed) variables. Support for persistentrelations is provided by using the EXODUS storage manager. A unique feature of CORAL isthat it provides a wide range of evaluation strategies and allows users to| optionally| tailorexecution of a program through high-level annotations. A CORAL program is organized as acollection of modules; and this structure is used as the basis for expressing control choices.CORAL has an interface to C++; and uses the class structure of C++ to provide extensibility.Finally; CORAL supports a command sublanguage; in which statements are evaluated in auser-speci ed order. The statements can be queries; updates; production-system style …,VLDB,1992,253,10
Materialized view selection and maintenance using multi-query optimization,Hoshi Mistry; Prasan Roy; S Sudarshan; Krithi Ramamritham,Abstract Materialized views have been found to be very effective at speeding up queries;and are increasingly being supported by commercial databases and data warehousesystems. However; whereas the amount of data entering a warehouse and the number ofmaterialized views are rapidly increasing; the time window available for maintainingmaterialized views is shrinking. These trends necessitate efficient techniques for themaintenance of materialized views. In this paper; we show how to find an efficient plan forthe maintenance of a set of materialized views; by exploiting common subexpressionsbetween different view maintenance expressions. In particular; we show how to efficientlyselect (a) expressions and indices that can be effectively shared; by transientmaterialization;(b) additional expressions and indices for permanent materialization; and …,ACM SIGMOD Record,2001,243,17
BANKS: Browsing and Keyword Searching in Relational Databases** Partly supported by an IBM Faculty Fellowship grant and an Infosys Ph. D. Fellowship.,B Aditya; Gaurav Bhalotia; Soumen Chakrabarti; Arvind Hulgeri; Charuta Nakhe; S Sudarshanxe,Browsing ANd Keyword Searching (BANKS) enables almost effortless Web publishing ofrelational and eXtensible Markup Language (XML) data that would otherwise remain (atleast partially) invisible to the Web. Relational databases store large amounts of data thatare queried using structured query languages. A user needs to know the underlying schemaand the query language in order to make meaningful ad hoc queries on the data. This is asubstantial barrier for casual users; such as users of Web-based information systems. HTMLforms can be provided for predefined queries. A university Website may provide a forminterface to search for faculty and students. Searching for departments would require yetanother form; as would search for courses offered. However; creating an interface for eachsuch task is laborious; and is also confusing to users since they must first expend effort …,*,2002,190,6
