Exploiting geographical influence for collaborative point-of-interest recommendation,Mao Ye; Peifeng Yin; Wang-Chien Lee; Dik-Lun Lee,Abstract In this paper; we aim to provide a point-of-interests (POI) recommendation servicefor the rapid growing location-based social networks (LBSNs); eg; Foursquare; Whrrl; etc.Our idea is to explore user preference; social influence and geographical influence for POIrecommendations. In addition to deriving user preference based on user-basedcollaborative filtering and exploring social influence from friends; we put a special emphasison geographical influence due to the spatial clustering phenomenon exhibited in user check-in activities of LBSNs. We argue that the geographical influence among POIs plays animportant role in user check-in behaviors and model it by power law distribution.Accordingly; we develop a collaborative recommendation algorithm based on geographicalinfluence based on naive Bayesian. Furthermore; we propose a unified POI …,Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011,576
Prediction-based strategies for energy saving in object tracking sensor networks,Yingqi Xu; Julian Winter; Wang-Chien Lee,In order to fully realize the potential of sensor networks; energy awareness should beincorporated into every stage of the network design and operation. In this paper; we addressthe energy management issue in a sensor network killer application-object tracking sensornetworks (OTSNs). Based on the fact that the movements of the tracked objects aresometimes predictable; we propose a prediction-based energy saving scheme; called PES;to reduce the energy consumption for object tracking under acceptable conditions. Wecompare PES against the basic schemes we proposed in the paper to explore the conditionsunder which PES is most desired. We also test the effect of some parameters related to thesystem workload; object moving behavior and sensing operations on PES through extensivesimulation. Our results show that PES can save significant energy under various …,Mobile Data Management; 2004. Proceedings. 2004 IEEE International Conference on,2004,347
Location recommendation for location-based social networks,Mao Ye; Peifeng Yin; Wang-Chien Lee,Abstract In this paper; we study the research issues in realizing location recommendationservices for large-scale location-based social networks; by exploiting the social andgeographical characteristics of users and locations/places. Through our analysis on adataset collected from Foursquare; a popular location-based social networking system; weobserve that there exists strong social and geospatial ties among users and their favoritelocations/places in the system. Accordingly; we develop a friend-based collaborative filtering(FCF) approach for location recommendation based on collaborative ratings of places madeby social friends. Moreover; we propose a variant of FCF technique; namely Geo-MeasuredFCF (GM-FCF); based on heuristics derived from observed geospatial characteristics in theFoursquare dataset. Finally; the evaluation results show that the proposed family of FCF …,Proceedings of the 18th SIGSPATIAL international conference on advances in geographic information systems,2010,346
Real-time automatic tag recommendation,Yang Song; Ziming Zhuang; Huajing Li; Qiankun Zhao; Jia Li; Wang-Chien Lee; C Lee Giles,Abstract Tags are user-generated labels for entities. Existing research on tagrecommendation either focuses on improving its accuracy or on automating the process;while ignoring the efficiency issue. We propose a highly-automated novel framework for real-time tag recommendation. The tagged training documents are treated as triplets of (words;docs; tags); and represented in two bipartite graphs; which are partitioned into clusters bySpectral Recursive Embedding (SRE). Tags in each topical cluster are ranked by our novelranking algorithm. A two-way Poisson Mixture Model (PMM) is proposed to model thedocument distribution into mixture components within each cluster and aggregate words intoword clusters simultaneously. A new document is classified by the mixture model based onits posterior probabilities so that tags are recommended according to their ranks …,Proceedings of the 31st annual international ACM SIGIR conference on Research and development in information retrieval,2008,300
Data management in location-dependent information services,Dik Lun Lee; Jianliang Xu; Baihua Zheng; Wang-Chien Lee,Location-dependent information services have great promise for mobile and pervasivecomputing environments. They can provide local and nonlocal news; weather; and trafficreports as well as directory services. Before they can be implemented on a large scale;however; several research issues must be addressed.,IEEE Pervasive computing,2002,257
System and method for automatic loading of an XML document defined by a document-type definition into a relational database including the generation of a relation...,*,A system and a method are provided for generating (28) a schema (22) for a relationaldatabase corresponding to a document having a document-type definition (18) and datacomplying with the document-type definition (18). The document-type definition (19) hascontent particles representative of the structure of the document data including one or moreof the following content particles: elements; attributes of elements; nesting relationshipsbetween elements; grouping relationships between elements; schema (22) orderingindicators; existence indicators; occurrence indicators and element ID referencing indicators.The system and method described herein also contemplates loading the data into therelational database in a manner consistent with the relational schema (22). Metadata isextracted from the document-type definition (18) representative of the document-type …,*,2006,228
Approaching the skyline in Z order,Ken CK Lee; Baihua Zheng; Huajing Li; Wang-Chien Lee,Abstract Given a set of multidimensional data points; skyline query retrieves a set of datapoints that are not dominated by any other points. This query is useful for multi-preferenceanalysis and decision making. By analyzing the skyline query; we observe a closeconnection between Z-order curve and skyline processing strategies and propose to use anew index structure called ZBtree; to index and store data points based on Z-order curve.We develop a suite of novel and efficient skyline algorithms; which scale very well to datadimensionality and cardinality; including (1) ZSearch; which processes skyline queries andsupports progressive result delivery;(2) ZUpdate; which facilitates incremental skyline resultmaintenance; and (3) k-ZSearch; which answers k-dominant skyline query (a skyline variantthat retrieves a representative subset of skyline results). Extensive experiments have …,Proceedings of the 33rd international conference on Very large data bases,2007,212
System and method for synchronizing and/or updating an existing relational database with supplemental XML data,*,A system and a method for synchronizing and updating a relational database withsupplemental data in which the relational database has a set of tables defined by arelational schema. The supplemental data preferably comprises data in a tagged formathaving a document-type definition representative of the relational schema and isrepresented in a document object. The system and method preferably ensure record-by-record updating and synchronization of the relational database with the at least oneproposed data update by receiving at least one proposed data update from a sourceexternal to the relational database; and propagating the received at least one proposed dataupdate into the relational database. In this matter; the compliance with both the relationaldatabase relational schema and the tagged data document type definition is ensured …,*,2006,199
Ir-tree: An efficient index for geographic document search,Zhisheng Li; Ken CK Lee; Baihua Zheng; Wang-Chien Lee; Dik Lee; Xufa Wang,Given a geographic query that is composed of query keywords and a location; a geographicsearch engine retrieves documents that are the most textually and spatially relevant to thequery keywords and the location; respectively; and ranks the retrieved documents accordingto their joint textual and spatial relevances to the query. The lack of an efficient index thatcan simultaneously handle both the textual and spatial aspects of the documents makesexisting geographic search engines inefficient in answering geographic queries. In thispaper; we propose an efficient index; called IR-tree; that together with a top-k documentsearch algorithm facilitates four major tasks in document searches; namely; 1) spatialfiltering; 2) textual filtering; 3) relevance computation; and 4) document ranking in a fullyintegrated manner. In addition; IR-tree allows searches to adopt different weights on …,IEEE Transactions on Knowledge and Data Engineering,2011,197
Top-k monitoring in wireless sensor networks,Minji Wu; Jianliang Xu; Xueyan Tang; Wang-Chien Lee,Top-k monitoring is important to many wireless sensor applications. This paper exploits thesemantics of top-k query and proposes an energy-efficient monitoring approach called FILA.The basic idea is to install a filter at each sensor node to suppress unnecessary sensorupdates. Filter setting and query reevaluation upon updates are two fundamental issues tothe correctness and efficiency of the FILA approach. We develop a query reevaluationalgorithm that is capable of handling concurrent sensor updates. In particular; we presentoptimization techniques to reduce the probing cost. We design a skewed filter settingscheme; which aims to balance energy consumption and prolong network lifetime.Moreover; two filter update strategies; namely; eager and lazy; are proposed to favordifferent application scenarios. We also extend the algorithms to several variants of top-k …,IEEE Transactions on Knowledge and Data Engineering,2007,192
