Botulinum toxin A for myofascial trigger point injection: a qualitative systematic review,Kok‐Yuen Ho; Kian‐Hian Tan,Abstract Botulinum toxin injection is used to treat various pain conditions including musclespasticity; dystonia; headache and myofascial pain. Results are conflicting regarding the useof Botulinum toxin for trigger point injection in terms of improvement in pain. The aim of thisstudy was to carry out a systematic review to assess the evidence for efficacy of Botulinumtoxin A (BTA) compared with placebo for myofascial trigger point injection.,European journal of pain,2007,104
The effects of intravenous lidocaine on pain during injection of medium-and long-chain triglyceride propofol emulsions,Woon Si Yew; Shin Yuet Chong; Kian Hian Tan; Meng Huat Goh,IMPLICATIONS: In this randomized; controlled; double-blind study; we found that theaddition of 20 mg lidocaine to propofol (prepared in an emulsion of medium-and long-chaintriglycerides) was effective in decreasing pain on injection.,Anesthesia & Analgesia,2005,35
Cooled radiofrequency denervation for treatment of sacroiliac joint pain: two-year results from 20 cases,Kok-Yuen Ho; Mohamed Abdul Hadi; Koravee Pasutharnchat; Kian-Hian Tan,Background Sacroiliac joint pain is a common cause of chronic low back pain. Differenttechniques for radiofrequency denervation of the sacroiliac joint have been used to treat thiscondition. However; results have been inconsistent because the variable sensory supply tothe sacroiliac joint is difficult to disrupt completely using conventional radiofrequency.Cooled radiofrequency is a novel technique that uses internally cooled radiofrequencyprobes to enlarge lesion size; thereby increasing the chance of completely denervating thesacroiliac joint. The objective of this study was to evaluate the efficacy of cooledradiofrequency denervation using the SInergy™ cooled radiofrequency system for sacroiliacjoint pain. Methods The charts of 20 patients with chronic sacroiliac joint pain who hadundergone denervation using the SInergy™ cooled radiofrequency system were …,Journal of pain research,2013,26
Measurement of cardiac output using Physio Flow with different positions of electrode placement.,KH Tan; FO Lai; NC Hwang,Abstract INTRODUCTION: Physio Flow is a non-invasive impedance cardiograph devicethat measures cardiac output. Recommended electrode placements involve six electrodes;including two near the xiphisternum (Z3 and Z4/ECG3/neutral). This study aims to evaluate ifchanging the positions of these two leads to the left fourth and fifth intercostal spaces alongthe mid-axillary line results in a change in the cardiac output measurement. METHODS: Thiswas a prospective; controlled; crossover; paired study of 30 patients where electrodes wereplaced in the recommended positions and cardiac output (CO1) obtained after two minutes.The second cardiac output (CO2) was then obtained with the electrodes Z3 andZ4/ECG3/neutral repositioned at the left mid-axillary line at the fourth and fifth intercostalspaces. The final step involved switching the Z3 and Z4/ECG3/neutral leads back to the …,Singapore medical journal,2006,19
Evidence-based guidelines on the use of opioids in chronic non-cancer pain–a consensus statement by the Pain Association of Singapore Task Force,Kok Yuen Ho; NH Chua; Jane M George; Sow Nam Yeo; NB Main; Chee Yong Choo; JW Tan; Kian Hian Tan; Beng Yeong Ng,Abstract Introduction: While opioids are effective in carefully selected patients with chronicnon-cancer pain (CNCP); they are associated with potential risks. Therefore; treatmentrecommendations for the safe and effective use of opioids in this patient population areneeded. Materials and Methods: A multidisciplinary expert panel was convened by the PainAssociation of Singapore to develop practical evidence-based recommendations on the useof opioids in the management of CNCP in the local population. This article discussesspecific recommendations for various common CNCP conditions. Results: Available datademonstrate weak evidence for the long-term use of opioids. There is moderate evidence forthe short-term benefit of opioids in certain CNCP conditions. Patients should be carefullyscreened and assessed prior to starting opioids. An opioid treatment agreement must be …,Ann Acad Med Singapore,2013,15
Intrathecal analgesia in patients with cancer pain–an audit in a tertiary,Koravee Pasutharnchat; Kian-Hian Tan; Mohamed Abdul Hadi; Kok-Yuen Ho,Abstract Introduction: Cancer pain is one of the most frequently encountered painsyndromes. With the application of the World Health Organization analgesic ladder;adequate analgesia is achieved in 75% to 90% of patients. The remaining patients sufferfrom intractable pain requiring intrathecal analgesia. The aim of this study was toretrospectively analyse the pain intensity before and after intrathecal analgesia and reviewthe complications associated with the implantation and the care of the intrathecal device.Materials and Methods: We reviewed medical records of all cancer patients whose painwere managed by intrathecal catheter implants in our centre from February 2005 to August2008. The pain intensity; medication and complications related to intrathecal catheterinsertion or drug delivery were reviewed at the time before starting the intrathecal …,Ann Acad Med Singapore,2009,15
Current considerations for the management of musculoskeletal pain in Asian countries: a special focus on cyclooxygenase‐2 inhibitors and non‐steroid anti‐inflam...,Chaudakshetrin Pongparadee; Ester Penserga; David Jeng‐Shiang Lee; Shun‐le Chen; Ranjit Singh Gill; Abdulbar Hamid; Witsanu Kumthornthip; Yi Liu; Lucus Meliala; H Jusuf Misbach; Kian Hian Tan; Swan Sim Yeap; Sow Nam Yeo; Hsiao Yi Lin,Abstract Chronic pain is a complex problem that eludes precise definition and can beclinically difficult to diagnose and challenging to treat. In the Asia-Pacific region; prevalenceestimates that chronic pain ranges from 12% to 45% of the population; with musculoskeletal;rheumatic or osteoarthritis pain making up the majority of the disease burden.Implementation of current management guidelines into routine clinical practice has beenchallenging and as a result; patients with musculoskeletal pain are often poorly managed.For these reasons; a multidisciplinary Chronic Pain Advisory Board of leading physiciansfrom various Asian countries was convened to explore ways to improve treatment andcompliance; especially among patients with osteoarthritis and rheumatoid arthritis. We haveidentified a number of unmet therapeutic needs and prioritized initiatives with the …,*,2012,13
Efficacy of fentanyl iontophoretic transdermal system in postoperative pain—A meta-analysis,Keah-How Poon; Kian-Hian Tan; Kok-Yuen Ho,Summary Background Postoperative analgesic modalities include patient-controlledtechniques via various routes such as intravenous and epidural. A transdermal deliveryroute using iontophoretic technology appears promising. Recent randomised controlledtrials have suggested that fentanyl iontophoretic transdermal system (ITS) was of equivalentefficacy to intravenous morphine patient-controlled analgesia (PCA). The objective of thismeta-analysis was to assess the efficacy and safety of this system in the management ofacute postoperative pain. Methods A meta-analysis of two placebo-controlled and four active-controlled randomised trials which satisfied the inclusion criteria was performed according tothe QUOROM guidelines. Results Fentanyl ITS was superior to placebo for postoperativeanalgesia using withdrawal secondary to inadequate analgesia and pain scores as …,Acute Pain,2009,5
High Le Fort I and bilateral split sagittal osteotomy in Crouzon syndrome,Yoong Chuan Tay; Kian Hian Tan; Vincent Kok-Leng Yeow,Abstract: Crouzon syndrome is a rare; autosomal dominant disease from a fibroblast growthfactor receptor 2 gene mutation; characterized by premature craniosynostosis;hypertelorism; orbital proptosis; psittichorina; hypoplastic maxilla; and mandibularprognathism. We present an adult 32-year-old Crouzon syndrome patient who underwent anelective High Le Fort I and bilateral split sagittal osteotomy for midface advancement with abackground of jaw malocclusion and obstructive respiratory symptoms. The operationfeatures a potential dynamic movement of the secured airway in the surgical field and closeproximity to exposed ocular structures. Permissive hypotensive anesthesia was employed toimprove the surgical field and reduce intraoperative blood loss and dose of long-actingopioids. He was extubated at the end of an uneventful surgery and was monitored in the …,Journal of Craniofacial Surgery,2013,4
Maternal-fetal survival following amniotic fluid embolism: 2 case reports,KH Tan; Y Sim; J Chiu; C Loo; S Yeo,*,Internet Journal of Anesthesiology,2002,3
