Task search in a human computation market,Lydia B Chilton; John J Horton; Robert C Miller; Shiri Azenkot,Abstract In order to understand how a labor market for human computation functions; it isimportant to know how workers search for tasks. This paper uses two complementarymethods to gain insight into how workers search for tasks on Mechanical Turk. First; weperform a high frequency scrape of 36 pages of search results and analyze it by looking atthe rate of disappearance of tasks across key ways Mechanical Turk allows workers to sorttasks. Second; we present the results of a survey in which we paid workers for self-reportedinformation about how they search for tasks. Our main findings are that on a large scale;workers sort by which tasks are most recently posted and which have the largest number oftasks available. Furthermore; we find that workers look mostly at the first page of the mostrecently posted tasks and the first two pages of the tasks with the most available instances …,Proceedings of the ACM SIGKDD workshop on human computation,2010,135
Touch behavior with different postures on soft smartphone keyboards,Shiri Azenkot; Shumin Zhai,Abstract Text entry on smartphones is far slower and more error-prone than on traditionaldesktop keyboards; despite sophisticated detection and auto-correct algorithms. Tostrengthen the empirical and modeling foundation of smartphone text input improvements;we explore touch behavior on soft QWERTY keyboards when used with two thumbs; anindex finger; and one thumb. We collected text entry data from 32 participants in a lab studyand describe touch accuracy and precision for different keys. We found that distinct patternsexist for input among the three hand postures; suggesting that keyboards should adapt todifferent postures. We also discovered that participants' touch precision was relatively highgiven typical key dimensions; but there were pronounced and consistent touch offsets thatcan be leveraged by keyboard algorithms to correct errors. We identify patterns in our …,Proceedings of the 14th international conference on Human-computer interaction with mobile devices and services,2012,110
Input finger detection for nonvisual touch screen text entry in Perkinput,Shiri Azenkot; Jacob O Wobbrock; Sanjana Prasain; Richard E Ladner,Abstract We present Input Finger Detection (IFD); a novel technique for nonvisual touchscreen input; and its application; the Perkinput text entry method. With IFD; signals are inputinto a device with multi-point touches; where each finger represents one bit; either touchingthe screen or not. Maximum likelihood and tracking algorithms are used to detect whichfingers touch the screen based on user-set reference points. The Perkinput text entry methoduses the 6-bit Braille encoding with audio feedback; enabling one-and two-handed input. Alongitudinal evaluation with 8 blind participants who are proficient in Braille showed that one-handed Perkinput was significantly faster and more accurate than iPhone's VoiceOver.Furthermore; in a case study to evaluate expert performance; one user reached an averagesession speed of 17.56 words per minute (WPM) with an average uncorrected error rate …,Proceedings of Graphics Interface 2012,2012,102
Improving public transit accessibility for blind riders by crowdsourcing bus stop landmark locations with google street view: An extended analysis,Kotaro Hara; Shiri Azenkot; Megan Campbell; Cynthia L Bennett; Vicki Le; Sean Pannella; Robert Moore; Kelly Minckler; Rochelle H Ng; Jon E Froehlich,Abstract Low-vision and blind bus riders often rely on known physical landmarks to helplocate and verify bus stop locations (eg; by searching for an expected shelter; bench; ornewspaper bin). However; there are currently few; if any; methods to determine thisinformation a priori via computational tools or services. In this article; we introduce andevaluate a new scalable method for collecting bus stop location and landmark descriptionsby combining online crowdsourcing and Google Street View (GSV). We conduct and reporton three studies:(i) a formative interview study of 18 people with visual impairments to informthe design of our crowdsourcing tool;(ii) a comparative study examining differences betweenphysical bus stop audit data and audits conducted virtually with GSV; and (iii) an onlinestudy of 153 crowd workers on Amazon Mechanical Turk to examine the feasibility of …,ACM Transactions on Accessible Computing (TACCESS),2015,68
Improving Public Transit Accessibility for Blind Riders by Crowdsourcing Bus Stop Landmark Locations with Google Street View: An Extended Analysis,Kotaro Hara; Shiri Azenkot; Megan Campbell; Cynthia L Bennett; Vicki Le; Sean Pannella; Robert Moore; Kelly Minckler; Rochelle H Ng; Jon E Froehlich,Abstract Low-vision and blind bus riders often rely on known physical landmarks to helplocate and verify bus stop locations (eg; by searching for an expected shelter; bench; ornewspaper bin). However; there are currently few; if any; methods to determine thisinformation a priori via computational tools or services. In this article; we introduce andevaluate a new scalable method for collecting bus stop location and landmark descriptionsby combining online crowdsourcing and Google Street View (GSV). We conduct and reporton three studies:(i) a formative interview study of 18 people with visual impairments to informthe design of our crowdsourcing tool;(ii) a comparative study examining differences betweenphysical bus stop audit data and audits conducted virtually with GSV; and (iii) an onlinestudy of 153 crowd workers on Amazon Mechanical Turk to examine the feasibility of …,ACM Transactions on Accessible Computing (TACCESS),2015,68
Improving Public Transit Accessibility for Blind Riders by Crowdsourcing Bus Stop Landmark Locations with Google Street View: An Extended Analysis,Kotaro Hara; Shiri Azenkot; Megan Campbell; Cynthia L Bennett; Vicki Le; Sean Pannella; Robert Moore; Kelly Minckler; Rochelle H Ng; Jon E Froehlich,Abstract Low-vision and blind bus riders often rely on known physical landmarks to helplocate and verify bus stop locations (eg; by searching for an expected shelter; bench; ornewspaper bin). However; there are currently few; if any; methods to determine thisinformation a priori via computational tools or services. In this article; we introduce andevaluate a new scalable method for collecting bus stop location and landmark descriptionsby combining online crowdsourcing and Google Street View (GSV). We conduct and reporton three studies:(i) a formative interview study of 18 people with visual impairments to informthe design of our crowdsourcing tool;(ii) a comparative study examining differences betweenphysical bus stop audit data and audits conducted virtually with GSV; and (iii) an onlinestudy of 153 crowd workers on Amazon Mechanical Turk to examine the feasibility of …,ACM Transactions on Accessible Computing (TACCESS),2015,68
Enhancing independence and safety for blind and deaf-blind public transit riders,Shiri Azenkot; Sanjana Prasain; Alan Borning; Emily Fortuna; Richard E Ladner; Jacob O Wobbrock,Abstract Blind and deaf-blind people often rely on public transit for everyday mobility; butusing transit can be challenging for them. We conducted semi-structured interviews with 13blind and deaf-blind people to understand how they use public transit and what humanvalues were important to them in this domain. Two key values were identified: independenceand safety. We developed GoBraille; two related Braille-based applications that provideinformation about buses and bus stops while supporting the key values. GoBraille is built onMoBraille; a novel framework that enables a Braille display to benefit from many features ina smartphone without knowledge of proprietary; device-specific protocols. Finally; weconducted user studies with blind people to demonstrate that GoBraille enables people totravel more independently and safely. We also conducted co-design with a deaf-blind …,Proceedings of the SIGCHI conference on Human Factors in computing systems,2011,67
PassChords: secure multi-touch authentication for blind people,Shiri Azenkot; Kyle Rector; Richard Ladner; Jacob Wobbrock,Abstract Blind mobile device users face security risks such as inaccessible authenticationmethods; and aural and visual eavesdropping. We interviewed 13 blind smartphone usersand found that most participants were unaware of or not concerned about potential securitythreats. Not a single participant used optional authentication methods such as a password-protected screen lock. We addressed the high risk of unauthorized user access bydeveloping PassChords; a non-visual authentication method for touch surfaces that is robustto aural and visual eavesdropping. A user enters a PassChord by tapping several times on atouch surface with one or more fingers. The set of fingers used in each tap defines thepassword. We give preliminary evidence that a four-tap PassChord has about the sameentropy; a measure of password strength; as a four-digit personal identification number …,Proceedings of the 14th international ACM SIGACCESS conference on Computers and accessibility,2012,51
Exploring the use of speech input by blind people on mobile devices,Shiri Azenkot; Nicole B Lee,Abstract Much recent work has explored the challenge of nonvisual text entry on mobiledevices. While researchers have attempted to solve this problem with gestures; we explore adifferent modality: speech. We conducted a survey with 169 blind and sighted participants toinvestigate how often; what for; and why blind people used speech for input on their mobiledevices. We found that blind people used speech more often and input longer messagesthan sighted people. We then conducted a study with 8 blind people to observe how theyused speech input on an iPod compared with the on-screen keyboard with VoiceOver. Wefound that speech was nearly 5 times as fast as the keyboard. While participants were mostlysatisfied with speech input; editing recognition errors was frustrating. Participants spent anaverage of 80.3% of their time editing. Finally; we propose challenges for future work …,Proceedings of the 15th International ACM SIGACCESS Conference on Computers and Accessibility,2013,40
BraillePlay: educational smartphone games for blind children,Lauren R Milne; Cynthia L Bennett; Richard E Ladner; Shiri Azenkot,Abstract There are many educational smartphone games for children; but few are accessibleto blind children. We present BraillePlay; a suite of accessible games for smartphones thatteach Braille character encodings to promote Braille literacy. The BraillePlay games arebased on VBraille; a method for displaying Braille characters on a smartphone. BraillePlayincludes four games of varying levels of difficulty: VBReader and VBWriter simulate Brailleflashcards; and VBHangman and VBGhost incorporate Braille character identification andrecall into word games. We evaluated BraillePlay with a longitudinal study in the wild witheight blind children. Through logged usage data and extensive interviews; we found that allbut one participant were able to play the games independently and found them enjoyable.We also found evidence that some children learned Braille concepts. We distill …,Proceedings of the 16th international ACM SIGACCESS conference on Computers & accessibility,2014,28
